date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:29:22	3352/3352	---M-Z	200	added ('OK')	text/css	etag:%22d18-6413ec9f-e66a09aa5d3eff94;gz%22	https://shtheme.com/demosd/itodo/wp-content/themes/itodo/css/owl.carousel.min.css?ver=6.2	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/themes/itodo/css/owl.carousel.minae48.css	(from https://shtheme.com/demosd/itodo/)
14:29:23	5228/5228	---M-Z	200	added ('OK')	text/css	etag:%22146c-6413ec9f-89005b19bd3fcac5;gz%22	https://shtheme.com/demosd/itodo/wp-content/themes/itodo/css/magnific-popup.min.css?ver=6.2	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/themes/itodo/css/magnific-popup.minae48.css	(from https://shtheme.com/demosd/itodo/)
14:29:24	1009/1009	---M-Z	200	added ('OK')	text/css	etag:%223f1-6413ec9f-b77cf28ab6c39c98;gz%22	https://shtheme.com/demosd/itodo/wp-content/themes/itodo/css/loader.min.css?ver=6.2	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/themes/itodo/css/loader.minae48.css	(from https://shtheme.com/demosd/itodo/)
14:29:25	6214/6214	---M-Z	200	added ('OK')	text/css	etag:%221846-6413ec9f-5bba498ed78e0b10;gz%22	https://shtheme.com/demosd/itodo/wp-content/themes/itodo/css/flaticon.min.css?ver=6.2	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/themes/itodo/css/flaticon.minae48.css	(from https://shtheme.com/demosd/itodo/)
14:29:26	43993/43993	---M-Z	200	added ('OK')	text/css	etag:%22abd9-6413ec9f-568c3d14fbc27fd4;gz%22	https://shtheme.com/demosd/itodo/wp-content/themes/itodo/css/animate.css?ver=6.2	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/themes/itodo/css/animateae48.css	(from https://shtheme.com/demosd/itodo/)
14:29:27	14210/14210	---M-Z	200	added ('OK')	text/css	etag:%223782-6413ec9f-330f5e06b6a4442b;gz%22	https://shtheme.com/demosd/itodo/wp-content/themes/itodo/css/feather.css?ver=6.2	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/themes/itodo/css/featherae48.css	(from https://shtheme.com/demosd/itodo/)
14:29:28	38675/38675	---M-Z	200	added ('OK')	text/css	etag:%229713-6413ec9f-a461d9ad80350286;gz%22	https://shtheme.com/demosd/itodo/wp-content/themes/itodo/css/lc_lightbox.css?ver=6.2	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/themes/itodo/css/lc_lightboxae48.css	(from https://shtheme.com/demosd/itodo/)
14:29:29	16470/16470	---M-Z	200	added ('OK')	text/css	etag:%224056-6413ec9f-492d17cad5f72ce0;gz%22	https://shtheme.com/demosd/itodo/wp-content/themes/itodo/css/swiper-bundle.min.css?ver=6.2	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/themes/itodo/css/swiper-bundle.minae48.css	(from https://shtheme.com/demosd/itodo/)
14:29:34	185200/185200	---M-Z	200	added ('OK')	text/css	etag:%222d370-6413ec9f-cdb04ccb95e4ca3b;gz%22	https://shtheme.com/demosd/itodo/wp-content/themes/itodo/css/style.css?ver=6.2	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/themes/itodo/css/styleae48.css	(from https://shtheme.com/demosd/itodo/)
14:29:36	8144/8144	---M-Z	200	added ('OK')	text/css	etag:%221fd0-64141300-6930ebd00df8dc48;gz%22	https://shtheme.com/demosd/itodo/wp-content/themes/itodo/style.css?ver=2022-05-06	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/themes/itodo/style335e.css	(from https://shtheme.com/demosd/itodo/)
14:29:38	19363/19363	---M-Z	200	added ('OK')	text/css	etag:%224ba3-6413ec9d-a8dfbb4ebbe5d0c5;gz%22	https://shtheme.com/demosd/itodo/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.18.0	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min3b94.css	(from https://shtheme.com/demosd/itodo/)
14:29:39	12876/12876	---M-Z	200	added ('OK')	text/css	etag:%22324c-6413ec9d-f225a2cfa9f8340e;gz%22	https://shtheme.com/demosd/itodo/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://shtheme.com/demosd/itodo/)
14:29:40	1101/1101	---M-Z	200	added ('OK')	text/css	etag:%2244d-6413eca4-d541d07bce26336d;gz%22	https://shtheme.com/demosd/itodo/wp-content/uploads/elementor/css/post-139.css?ver=1678866258	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/elementor/css/post-139c245.css	(from https://shtheme.com/demosd/itodo/)
14:29:40	138395/138395	---M-Z	200	added ('OK')	text/css	etag:%2221c9b-6413ec9c-c72f087f6ebbb2df;gz%22	https://shtheme.com/demosd/itodo/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.11.5	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/plugins/elementor/assets/css/frontend.mina3be.css	(from https://shtheme.com/demosd/itodo/)
14:29:41	9475/9475	---M-Z	200	added ('OK')	text/css	etag:%222503-6413eca4-ff891c40a295635f;gz%22	https://shtheme.com/demosd/itodo/wp-content/uploads/elementor/css/global.css?ver=1678866502	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/elementor/css/global28bf.css	(from https://shtheme.com/demosd/itodo/)
14:29:42	347/347	---M-Z	200	added ('OK')	text/css	etag:%2215b-64140fa2-f15f8e7338efa224;gz%22	https://shtheme.com/demosd/itodo/wp-content/uploads/elementor/css/post-33.css?ver=1679036322	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/elementor/css/post-333acc.css	(from https://shtheme.com/demosd/itodo/)
14:29:43	4091/4091	---MC-	200	added ('OK')	text/css	date:Fri,%2012%20May%202023%2011:29:42%20GMT	https://fonts.googleapis.com/css?family=Roboto%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic%7CRoboto+Slab%3A100%2C100italic%2C200%2C200italic%2C300%2C300italic%2C400%2C400italic%2C500%2C500italic%2C600%2C600italic%2C700%2C700italic%2C800%2C800italic%2C900%2C900italic&display=auto&ver=6.2	/home/professuer/Documents/tecnology/fonts.googleapis.com/css1b15.css	(from https://shtheme.com/demosd/itodo/)
14:29:44	89815/89815	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215ed7-642cdc38-feba66b9ea5b0b8;gz%22	https://shtheme.com/demosd/itodo/wp-includes/js/jquery/jquery.min.js?ver=3.6.3	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-includes/js/jquery/jquery.mina767.js	(from https://shtheme.com/demosd/itodo/)
14:29:45	13424/13424	---M-Z	200	added ('OK')	application/x-javascript	etag:%223470-642cdc38-cee962fbd9f9b30e;gz%22	https://shtheme.com/demosd/itodo/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.0	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-includes/js/jquery/jquery-migrate.min6b00.js	(from https://shtheme.com/demosd/itodo/)
14:29:47	1561/1561	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2012%20May%202023%2011:29:46%20GMT	https://fonts.gstatic.com/	/home/professuer/Documents/tecnology/fonts.gstatic.com/index.html	(from https://shtheme.com/demosd/itodo/)
14:29:47	176394/176394	---MCZ	200	added ('OK')	application/json	date:Fri,%2012%20May%202023%2011:29:45%20GMT	https://shtheme.com/demosd/itodo/index.php?rest_route=/	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/index52f0.json	(from https://shtheme.com/demosd/itodo/)
14:29:47	92058/92058	---MCZ	200	added ('OK')	application/json	date:Fri,%2012%20May%202023%2011:29:46%20GMT	https://shtheme.com/demosd/itodo/index.php?rest_route=/wp/v2/pages/33	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/index9d62.json	(from https://shtheme.com/demosd/itodo/)
14:29:49	872/872	---M-Z	200	added ('OK')	text/xml	date:Fri,%2012%20May%202023%2011:29:48%20GMT	https://shtheme.com/demosd/itodo/xmlrpc.php?rsd	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/xmlrpc0db0.php	(from https://shtheme.com/demosd/itodo/)
14:29:50	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-6413eca8-c5e26008d83c3785;gz%22	https://shtheme.com/demosd/itodo/wp-includes/wlwmanifest.xml	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-includes/wlwmanifest.xml	(from https://shtheme.com/demosd/itodo/)
14:29:50	2368/2368	---M-Z	200	added ('OK')	application/json	date:Fri,%2012%20May%202023%2011:29:50%20GMT	https://shtheme.com/demosd/itodo/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fshtheme.com%2Fdemosd%2Fitodo%2F	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/indexfa26.json	(from https://shtheme.com/demosd/itodo/)
14:29:51	2435/2435	---M-Z	200	added ('OK')	text/xml	date:Fri,%2012%20May%202023%2011:29:51%20GMT	https://shtheme.com/demosd/itodo/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=https%3A%2F%2Fshtheme.com%2Fdemosd%2Fitodo%2F&format=xml	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/indexf8bc.php	(from https://shtheme.com/demosd/itodo/)
14:29:52	2155/2155	---M--	200	added ('OK')	image/png	etag:%2286b-6413eca3-e9645138c928b01d;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/03/footer-logo.png	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/03/footer-logo.png	(from https://shtheme.com/demosd/itodo/)
14:29:53	2538/2538	---M--	200	added ('OK')	image/png	etag:%229ea-6413eca0-63a479b92b865bc6;;;%22	https://shtheme.com/demosd/itodo/wp-content/themes/itodo/images/flag/germany.png	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/themes/itodo/images/flag/germany.png	(from https://shtheme.com/demosd/itodo/)
14:29:55	103164/103164	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:29:54%20GMT	https://shtheme.com/demosd/itodo/?page_id=39	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/index7193.html	(from https://shtheme.com/demosd/itodo/)
14:29:55	3336/3336	---M--	200	added ('OK')	image/png	etag:%22d08-6413eca0-13b82ecd62763c9;;;%22	https://shtheme.com/demosd/itodo/wp-content/themes/itodo/images/flag/italy.png	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/themes/itodo/images/flag/italy.png	(from https://shtheme.com/demosd/itodo/)
14:29:58	86128/86128	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:29:55%20GMT	https://shtheme.com/demosd/itodo/?page_id=41	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/index4e71.html	(from https://shtheme.com/demosd/itodo/)
14:29:58	2865/2865	---M--	200	added ('OK')	image/png	etag:%22b31-6413eca0-9340abf54b12a8f4;;;%22	https://shtheme.com/demosd/itodo/wp-content/themes/itodo/images/flag/spain.png	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/themes/itodo/images/flag/spain.png	(from https://shtheme.com/demosd/itodo/)
14:29:58	5713/5713	---M--	200	added ('OK')	image/png	etag:%221651-6413eca0-ff72fc79c8a479b4;;;%22	https://shtheme.com/demosd/itodo/wp-content/themes/itodo/images/flag/united-states.png	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/themes/itodo/images/flag/united-states.png	(from https://shtheme.com/demosd/itodo/)
14:29:58	68520/68520	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:29:56%20GMT	https://shtheme.com/demosd/itodo/?page_id=63	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/index57fd.html	(from https://shtheme.com/demosd/itodo/)
14:29:58	4391/4391	---M--	200	added ('OK')	image/png	etag:%221127-6413eca3-bd8c673eee5f634e;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/03/Logo.png	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/03/Logo.png	(from https://shtheme.com/demosd/itodo/)
14:30:00	600/600	---M--	200	added ('OK')	image/png	etag:%22258-6413eca3-f90a802f1112f78e;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/03/dotted-pic.png	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/03/dotted-pic.png	(from https://shtheme.com/demosd/itodo/)
14:30:02	72908/72908	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:01%20GMT	https://shtheme.com/demosd/itodo/?page_id=45	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/indexd079.html	(from https://shtheme.com/demosd/itodo/)
14:30:02	143032/143032	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:00%20GMT	https://shtheme.com/demosd/itodo/?page_id=35	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/indexc502.html	(from https://shtheme.com/demosd/itodo/)
14:30:04	80154/80154	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:03%20GMT	https://shtheme.com/demosd/itodo/?page_id=47	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/indexc04b.html	(from https://shtheme.com/demosd/itodo/)
14:30:07	113151/113151	---M--	200	added ('OK')	image/jpeg	etag:%221b9ff-6413eca3-c3251bf72d847eff;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/03/p1.jpg	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/03/p1.jpg	(from https://shtheme.com/demosd/itodo/)
14:30:07	154972/154972	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:00%20GMT	https://shtheme.com/demosd/itodo/?page_id=37	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/indexbc9e.html	(from https://shtheme.com/demosd/itodo/)
14:30:08	26768/26768	---M--	200	added ('OK')	image/jpeg	etag:%226890-6413eca3-75c45ba68c066bea;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/03/bg-1.jpg	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/03/bg-1.jpg	(from https://shtheme.com/demosd/itodo/)
14:30:09	69001/69001	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:05%20GMT	https://shtheme.com/demosd/itodo/?page_id=43	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/indexdf4d.html	(from https://shtheme.com/demosd/itodo/)
14:30:18	96256/96256	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:09%20GMT	https://shtheme.com/demosd/itodo/?page_id=51	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/indexe2e5.html	(from https://shtheme.com/demosd/itodo/)
14:30:19	89333/89333	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:14%20GMT	https://shtheme.com/demosd/itodo/?page_id=49	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/index6499.html	(from https://shtheme.com/demosd/itodo/)
14:30:21	6274/6274	---M--	200	added ('OK')	image/png	etag:%221882-6413eca3-b8e6f6979a83b616;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/03/client-logo-1.png	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/03/client-logo-1.png	(from https://shtheme.com/demosd/itodo/)
14:30:21	164234/164234	---M--	200	added ('OK')	image/png	etag:%222818a-6413eca3-9c16cce79ff7e45e;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/03/left-pic.png	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/03/left-pic.png	(from https://shtheme.com/demosd/itodo/)
14:30:22	17266/17266	---M--	200	added ('OK')	image/png	etag:%224372-6413eca3-f51834a8bee4ceb7;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/03/client-logo-2.png	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/03/client-logo-2.png	(from https://shtheme.com/demosd/itodo/)
14:30:23	94721/94721	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:22%20GMT	https://shtheme.com/demosd/itodo/?page_id=55	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/index2928.html	(from https://shtheme.com/demosd/itodo/)
14:30:26	105642/105642	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:23%20GMT	https://shtheme.com/demosd/itodo/?page_id=57	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/indexd29c.html	(from https://shtheme.com/demosd/itodo/)
14:30:27	25564/25564	---M--	200	added ('OK')	image/png	etag:%2263dc-6413eca3-60146fd4fe20a70a;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/03/client-logo-3.png	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/03/client-logo-3.png	(from https://shtheme.com/demosd/itodo/)
14:30:27	4687/4687	---M--	200	added ('OK')	image/png	etag:%22124f-6413eca3-ea2668e7eb12a27f;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/03/client-logo-4.png	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/03/client-logo-4.png	(from https://shtheme.com/demosd/itodo/)
14:30:28	14192/14192	---M--	200	added ('OK')	image/png	etag:%223770-6413eca3-ed9a0b6d7d8ed15e;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/03/client-logo-5.png	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/03/client-logo-5.png	(from https://shtheme.com/demosd/itodo/)
14:30:30	141723/141723	---M--	200	added ('OK')	image/jpeg	etag:%222299b-6413eca4-ca2fdaf1c508243b;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/03/vid-1-bg.jpg	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/03/vid-1-bg.jpg	(from https://shtheme.com/demosd/itodo/)
14:30:35	73280/73280	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:27%20GMT	https://shtheme.com/demosd/itodo/?page_id=53	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/index6184.html	(from https://shtheme.com/demosd/itodo/)
14:30:35	77580/77580	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:28%20GMT	https://shtheme.com/demosd/itodo/?page_id=59	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/indexc4a7.html	(from https://shtheme.com/demosd/itodo/)
14:30:37	78359/78359	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:37%20GMT	https://shtheme.com/demosd/itodo/?page_id=61	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/indexcc8a.html	(from https://shtheme.com/demosd/itodo/)
14:30:37	73959/73959	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:37%20GMT	https://shtheme.com/demosd/itodo/?page_id=29	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/indexaaae.html	(from https://shtheme.com/demosd/itodo/)
14:30:39	74449/74449	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:38%20GMT	https://shtheme.com/demosd/itodo/?page_id=113	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/index9e3e.html	(from https://shtheme.com/demosd/itodo/)
14:30:41	74792/74792	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:38%20GMT	https://shtheme.com/demosd/itodo/?p=20	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/index341b.html	(from https://shtheme.com/demosd/itodo/)
14:30:41	95276/95276	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:39%20GMT	https://shtheme.com/demosd/itodo/?service=product-engineering	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/index6b6e.html	(from https://shtheme.com/demosd/itodo/)
14:30:43	95296/95296	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:42%20GMT	https://shtheme.com/demosd/itodo/?service=big-data-analytics	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/index7b40.html	(from https://shtheme.com/demosd/itodo/)
14:30:43	140597/140597	---M--	200	added ('OK')	image/jpeg	etag:%2222535-6413eca2-dac0028ce817bab;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/02/pic-1-6.jpg	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/02/pic-1-6.jpg	(from https://shtheme.com/demosd/itodo/)
14:30:49	67060/67060	---M--	200	added ('OK')	image/jpeg	etag:%22105f4-6413eca2-7dbbfd30afa58542;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/02/pic-3-6.jpg	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/02/pic-3-6.jpg	(from https://shtheme.com/demosd/itodo/)
14:30:51	95267/95267	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:50%20GMT	https://shtheme.com/demosd/itodo/?service=creative-solutions	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/index0aea.html	(from https://shtheme.com/demosd/itodo/)
14:30:52	95265/95265	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:50%20GMT	https://shtheme.com/demosd/itodo/?service=national-consulting	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/indexee13.html	(from https://shtheme.com/demosd/itodo/)
14:30:52	135901/135901	---M--	200	added ('OK')	image/jpeg	etag:%22212dd-6413eca2-6731513b594d0d7c;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/02/pic-4-3.jpg	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/02/pic-4-3.jpg	(from https://shtheme.com/demosd/itodo/)
14:30:53	114604/114604	---M--	200	added ('OK')	image/jpeg	etag:%221bfac-6413eca2-8dc4bc05176ba94;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/02/pic-2-6.jpg	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/02/pic-2-6.jpg	(from https://shtheme.com/demosd/itodo/)
14:30:54	56064/56064	---M--	200	added ('OK')	image/jpeg	etag:%22db00-6413eca2-d0a0b0bd197781d8;;;%22	https://shtheme.com/demosd/itodo/wp-content/uploads/2023/01/pic1-3.jpg	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/wp-content/uploads/2023/01/pic1-3.jpg	(from https://shtheme.com/demosd/itodo/)
14:30:54	95268/95268	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:52%20GMT	https://shtheme.com/demosd/itodo/?service=safety-first-always	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/index4ddf.html	(from https://shtheme.com/demosd/itodo/)
14:30:55	95276/95276	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:54%20GMT	https://shtheme.com/demosd/itodo/?service=monitoring-review	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/indexcc25.html	(from https://shtheme.com/demosd/itodo/)
14:30:55	95275/95275	---MCZ	200	added ('OK')	text/html	date:Fri,%2012%20May%202023%2011:30:54%20GMT	https://shtheme.com/demosd/itodo/?service=business-digg-system	/home/professuer/Documents/tecnology/shtheme.com/demosd/itodo/index5371.html	(from https://shtheme.com/demosd/itodo/)
